kaynak,bolum,kac_kez,hadis_meali_hutbede_gecen,tema,tarih,hutbe_basligi
Buhârî,Îmân,25,Kişinin kendi ailesi için nafaka temin etmesi sadakadır.,"Ahlak, Erdem ve Söz",04.04.2014,DOĞRULUK VE SADAKA
Buhârî,Îmân,25,"Dikkat edin! Vücutta öyle bir et parçası vardır ki o iyi olursa bütün vücut iyi olur. O bozulursa bütün vücut bozulur. Dikkat edin! O, kalptir.","İman, Tevhid ve Ahiret",04.12.2015,BEDEN ÜLKESİNİN SULTANI: KALP
Buhârî,Îmân,25,"Dikkat edin! Vücutta öyle bir et parçası vardır ki, o salih yani iyi ve düzgün olursa bütün vücut salih yani iyi ve düzgün olur. O bozulursa bütün vücut bozulur. Dikkat edin! O, kalptir.","İman, Tevhid ve Ahiret",08.08.2014,"SADIK İMAN, SAMİMİ NİYET, SALİH AMEL"
Buhârî,Îmân,25,"Dikkat edin! Vücutta öyle bir et parçası vardır ki o iyi olursa bedenin tamamı iyi olur. O bozulursa bütün vücut bozulur. Dikkat edin! İşte o et parçası, kalptir.","İman, Tevhid ve Ahiret",10.10.2025,CENÂB-I HAKK’IN NAZARGÂHI: KALP
Buhârî,Îmân,25,"O, Cebrâil idi. Size dininizi öğretmeye gelmişti.",İbadet ve Kulluk,11.01.2019,"İNSANIN KEMAL YOLCULUĞU: İSLAM, İMAN VE İHSAN"
Buhârî,Îmân,25,Kendi nefsiniz için istediğiniz bir şeyi kardeşiniz için de istemedikçe gerçekten iman etmiş olmazsınız.,"İman, Tevhid ve Ahiret",13.06.2014,İMANIN ŞUBELERİ
Buhârî,Îmân,25,"Sizden biriniz, kendisi için istediğini mümin kardeşi için de istemedikçe gerçek anlamda iman etmiş olamaz.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",14.08.2015,İMANIN TEZAHÜRÜ: FEDAKÂRLIK VE İSÂR
Buhârî,Îmân,25,"Dikkat edin! Vücutta öyle bir et parçası vardır ki, o iyi, doğru ve düzgün olursa bütün vücut iyi, doğru ve düzgün olur; o bozulursa bütün vücut bozulur. Dikkat edin! O kalptir.","Sabır, Tevekkül ve Manevi Olgunluk",15.02.2019,HAYATI YAŞANILIR KILMANIN YOLU: DİN VE MANEVİYAT
Buhârî,Îmân,25,"Dinde, insanın gücünü aşacak uygulamalar yoktur. Takatinin üstünde ibadete kalkışan kimse, dini yaşama konusunda âciz kalır. Bunun için aşırıya kaçmayın!",İbadet ve Kulluk,15.07.2016,HAYATIMIZI İBADET KILABİLMEK
Buhârî,Îmân,25,elinden ve dilinden emin olunan insan,"Ahlak, Erdem ve Söz",15.12.2017,KARDEŞLİĞE SAPLANAN HANÇER: GIYBET
Buhârî,Îmân,25,"Aşırıya kaçmayın, dosdoğru yolu tutun ve böyle davrandığınız için alacağınız mükâfattan dolayı sevinin.","Sabır, Tevekkül ve Manevi Olgunluk",18.12.2020,MÜMİN HER İŞİNDE MUTEDİLDİR
Buhârî,Îmân,25,"Kendiniz için istediğinizi mümin kardeşiniz için istemedikçe, gerçekten iman etmiş olamazsınız.","Ramazan, Oruç ve Bayramlar",19.08.2012,RAMAZAN BAYRAMI
Buhârî,Îmân,25,"…Dikkat edin! Vücutta öyle bir et parçası vardır ki o iyi, doğru ve düzgün olursa bütün vücut iyi, doğru ve düzgün olur; o bozulursa bütün vücut bozulur. Dikkat edin! O, kalptir.","İman, Tevhid ve Ahiret",21.02.2014,KALB-İ SELİM (III)
Buhârî,Îmân,25,"Helâl de bellidir, haram da bellidir. İkisinin arasında birtakım şüpheli hususlar vardır ki insanların çoğu bunları bilmezler. Kim şüpheli şeylerden sakınırsa, dinini ve haysiyetini korumuş olur. Kim de şüpheli şeylere düşerse, harama düşmüş olur…","Ekonomik Hayat: Kazanç, Zekat ve İsraf",22.12.2017,HELAL HARAM DUYARLILIĞI
Buhârî,Îmân,25,"Müslüman, Müslümanın elinden ve dilinden güvende olduğu kimsedir.","Aile, Çocuk ve Nesil",25.11.2011,"EŞİMİZ, EVLADIMIZ, ANNEMİZ: KADIN"
Buhârî,Îmân,25,Kişi kendisi için istediğini din kardeşi için de istemedikçe tam anlamıyla iman etmiş olamaz.,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",27.06.2014,"KİMSE KİMSESİZ KALMASIN, BU RAMAZAN VE HER ZAMAN!"
Buhârî,Îmân,25,Yemek yedirmen ve tanıdığın tanımadığın herkese selâm vermendir.,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",27.07.2012,SEVGİ VE BARIŞ DİLİ: SELÂM
Buhârî,Îmân,25,Kendiniz için istediğinizi kardeşiniz için de istemedikçe kâmil manada iman etmiş olamazsınız.,"İman, Tevhid ve Ahiret",27.11.2015,İMANI HAYAT KILABİLMEK
Buhârî,Îmân,25,Kendiniz için istediğinizi mümin kardeşiniz için de istemedikçe gerçek anlamda iman etmiş olamazsınız,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",28.11.2025,FEDAKÂRLIĞIN ZİRVESİ: ÎSÂR
Buhârî,Îmân,25,"Helal de bellidir, haram da bellidir. İkisinin arasında birtakım şüpheli hususlar vardır ki insanların çoğu bunları bilmezler. Kim şüpheli şeylerden sakınırsa, dinini ve haysiyetini korumuş olur. Kim de şüpheli şeylere düşerse, harama düşmüş olur…","Ekonomik Hayat: Kazanç, Zekat ve İsraf",29.04.2022,HAYATI HELAL KILABİLMEK
Buhârî,Îmân,25,"Sizden biriniz, beni anne ve babasından, çocuğundan ve bütün insanlardan daha çok sevmedikçe tam anlamıyla iman etmiş olmaz.",Peygamberimiz ve Ashab,29.08.2025,ÂLEMLERE RAHMET HZ. MUHAMMED (S.A.S)
Buhârî,Îmân,25,"Helâl bellidir; haram da bellidir. İkisinin arasında birtakım şüpheli şeyler vardır ki insanların çoğu bunları bilmezler. Kim şüpheli şeylerden sakınırsa, dinini ve haysiyetini korumuş olur. Kim de şüpheli şeylere düşerse, harama düşmüş olur.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",31.05.2024,HARAM: ALLAH İLE KUL ARASINDAKİ EN BÜYÜK ENGEL
Ebû Dâvûd,Edeb,23,Rıfktan mahrum kalan bir kimse hayrın tamamından mahrum kalmıştır.,"Sabır, Tevekkül ve Manevi Olgunluk",01.02.2019,RIFK: ALLAH HER İŞTE ZERAFETİ SEVER
Ebû Dâvûd,Edeb,23,"Dikkatli ol, ona bir şey vermemiş olsaydın, bu senin için bir yalan olarak yazılacaktı","Ahlak, Erdem ve Söz",04.01.2019,ÖZÜ SÖZÜ DOĞRU OLMAK
Ebû Dâvûd,Edeb,23,Her duyduğunu söylemesi kişiye yalan olarak yeter!,"Ahlak, Erdem ve Söz",04.02.2022,SÖZ VE DAVRANIŞLARIMIZDA DOĞRU OLALIM
Ebû Dâvûd,Edeb,23,Mümin onurlu ve kerem sahibidir…,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",05.04.2013,MÜKERREM BİR VARLIK OLARAK İNSAN
Ebû Dâvûd,Edeb,23,Irkçılığa çağıran bizden değildir. Irkçılık davası uğruna savaşan bizden değildir. Irkçılık davası uğruna ölen de bizden değildir.,"Aile, Çocuk ve Nesil",05.06.2015,"İSLÂM, IRKÇILIĞIN HER TÜRLÜSÜNÜ REDDEDER"
Ebû Dâvûd,Edeb,23,"Ölülerinizin iyiliklerini anınız, kötülüklerini zikretmekten kaçınınız","İman, Tevhid ve Ahiret",05.10.2018,CENAZE ÂDÂBI: AHİRET YOLCUSUNA
Ebû Dâvûd,Edeb,23,"Müslümanın müslümana malı, namusu/onuru ve canı haramdır. Kişiye, müslüman kardeşini küçük görmesi kötülük olarak yeter.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",07.06.2013,MÜMİNLER KARDEŞTİRLER
Ebû Dâvûd,Edeb,23,Her duyduğunu söylemesi kişiye yalan olarak yeter!,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",09.08.2019,MÜMİN: HUZURLU TOPLUMUN TEMİNATI
Ebû Dâvûd,Edeb,23,"Merhamet edene Rahmân da merhamet eder. Siz yerdekilere merhamet edin ki, göktekiler de size merhamet etsin.","Aile, Çocuk ve Nesil",11.06.2021,AİLEMDE MERHAMET VE HUZUR VAR
Ebû Dâvûd,Edeb,23,Mümin aziz ve cömerttir. Fâcir ise saygısız ve cimridir.,"İman, Tevhid ve Ahiret",12.12.2025,İNSAN: KÂİNATIN GÖZBEBEĞİ
Ebû Dâvûd,Edeb,23,Birbirinizin gıybetini yapmayın. Gizli hâllerinizi araştırmayın. Çünkü her kim insanların gizli hâllerini araştırırsa Allah da onun gizli hâlini araştırır. Ve neticede onu evinde bile olsa rezil eder.,"Ahlak, Erdem ve Söz",15.12.2017,KARDEŞLİĞE SAPLANAN HANÇER: GIYBET
Ebû Dâvûd,Edeb,23,Siz yeryüzündekilere merhamet edin ki Yüce Allah da size merhamet etsin.,"Kandiller, Muharrem ve Mübarek Geceler",16.10.2015,MERHAMET İKSİRİNİ YUDUMLAYABİLMEK
Ebû Dâvûd,Edeb,23,"Bir kul, kardeşine yardım ettiği sürece, Allah da o kula yardım eder.","Afet, Kriz ve Sağlık",17.02.2023,MİRAÇ GECEMİZ: İLÂHÎ RAHMET VE SEKÎNET VESİLEMİZ
Ebû Dâvûd,Edeb,23,Siz yeryüzündekilere merhamet edin ki Yüce Allah da size merhamet etsin.,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",20.02.2015,HER CAN KUTSAL VE DOKUNULMAZDIR!
Ebû Dâvûd,Edeb,23,"Kişi, kardeşine yardım ettiği sürece Allah da onun yardımcısı olur.","Ramazan, Oruç ve Bayramlar",21.03.2025,İNFAK VE KUR’AN AYI RAMAZAN
Ebû Dâvûd,Edeb,23,Merhamet edene Rahman olan Allah da merhamet eder. Siz yerdeki bütün mahlûkata merhamet edin ki göktekiler de size merhamet etsin.,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",21.12.2018,VARLIĞIN İLAHİ MAYASI MERHAMET
Ebû Dâvûd,Edeb,23,Kalk ya Bilâl! Bizi namaza çağır! Namazla bizi ferahlat!,"Kandiller, Muharrem ve Mübarek Geceler",24.01.2025,"MİRACIN HEDİYESİ, DİNİMİZİN DİREĞİ NAMAZ"
Ebû Dâvûd,Edeb,23,Merhamet edene Rahman olan Allah da merhamet eder. Siz yerdeki bütün mahlûkata merhamet edin ki göktekiler de size merhamet etsin.,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",25.11.2022,MERHAMET TOPLUMU
Ebû Dâvûd,Edeb,23,Kalk Ya Bilal! Bizi namazla ferahlat!,İbadet ve Kulluk,27.01.2017,NAMAZI ZAYİ ETMEK
Ebû Dâvûd,Edeb,23,"Kul, kardeşinin yardımında olduğu sürece, Allah da onun yardımcısı olur.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",28.11.2025,FEDAKÂRLIĞIN ZİRVESİ: ÎSÂR
Ebû Dâvûd,Edeb,23,Siz kıyamet gününde kendi isimleriniz ve babalarınızın isimleriyle çağırılacaksınız. Öyleyse çocuklarınıza güzel isimler koyunuz.,"Aile, Çocuk ve Nesil",29.06.2018,EVLADIN ANNE-BABA ÜZERİNDEKİ HAKLARINDAN BİRİ: GÜZEL İSİM
Ebû Dâvûd,Edeb,23,"Kul, kardeşinin yardımında olduğu sürece, Allah da onun yardımcısı olur.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",30.04.2021,İNFAK TOPLUMUN ŞİFASIDIR
Ebû Dâvûd,Edeb,23,"Bir kul, kardeşinin yardımında olduğu sürece, Allah da o kulun yardımcısıdır.","Afet, Kriz ve Sağlık",31.01.2020,AFETLERE KARŞI BİLİNÇLİ OLALIM
Müslim,Sıyâm,19,Çocuğunun da senin üzerinde hakkı vardır.,"Aile, Çocuk ve Nesil",04.04.2025,GÜÇLÜ BİR TOPLUMUN İNŞASINDA ANNE BABANIN ROLÜ
Müslim,Sıyâm,19,hürmete layık,"Kandiller, Muharrem ve Mübarek Geceler",04.07.2025,GEÇMİŞE İBRETLE GELECEĞE FERASETLE BAKALIM
Müslim,Sıyâm,19,"Biriniz oruç tuttuğu gün kötü söz sarfetmesin, bağırıp çağırmasın, oruç perdedir…","Ramazan, Oruç ve Bayramlar",05.07.2013,RAMAZAN VE ORUÇ
Müslim,Sıyâm,19,hürmete layık,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",05.07.2024,ZARÛRÂT-I HAMSEYİ MUHAFAZA EDELİM
Müslim,Sıyâm,19,hürmete şayan,"Kandiller, Muharrem ve Mübarek Geceler",05.08.2022,MUHARREM AYI VE KERBELÂ
Müslim,Sıyâm,19,hürmete şayan bir ay,"Kandiller, Muharrem ve Mübarek Geceler",07.10.2016,YÜREKLERİMİZİ SAHRÂ-I KERBELÂ’YA DÖNÜŞTÜRMEYELİM
Müslim,Sıyâm,19,hürmete şayan bir ay,"Kandiller, Muharrem ve Mübarek Geceler",08.11.2013,MUHARREM AYI VE KERBELÂ
Müslim,Sıyâm,19,"Ramazan ayı geldiğinde cennet kapıları açılır, cehennem kapıları kapanır ve şeytanlar bağlanır.","Ramazan, Oruç ve Bayramlar",09.04.2021,RAMAZAN: KUTLU MİSAFİR
Müslim,Sıyâm,19,hürmete layık bir aya,"Kandiller, Muharrem ve Mübarek Geceler",16.10.2015,MERHAMET İKSİRİNİ YUDUMLAYABİLMEK
Müslim,Sıyâm,19,Çocuğunun senin üzerinde hakkı vardır.,"Aile, Çocuk ve Nesil",16.12.2022,ÇOCUK: RABBİMİZİN KIYMETLİ EMANETİ
Müslim,Sıyâm,19,Çocuğunun senin üzerinde hakkı vardır.,"Aile, Çocuk ve Nesil",17.06.2022,"HAYDİ KOŞ GEL, CAMİLER SENİNLE GÜZEL"
Müslim,Sıyâm,19,Hürmete layık,"Kandiller, Muharrem ve Mübarek Geceler",19.06.2026,BİRLİKTE RAHMET VARDIR
Müslim,Sıyâm,19,"Kim, Ramazan orucunu tutar ve ona Şevval ayından altı gün daha eklerse, bütün yıl oruç tutmuş gibidir","Ramazan, Oruç ve Bayramlar",20.03.2026,HAYATI RAMAZAN KILMAK
Müslim,Sıyâm,19,Çocuğunun senin üzerinde hakkı vardır.,"Aile, Çocuk ve Nesil",20.04.2018,YARINLARIMIZIN ÜMİDİ ÇOCUKLARIMIZ
Müslim,Sıyâm,19,Çocuğunun senin üzerinde hakkı vardır.,"Aile, Çocuk ve Nesil",20.06.2025,"HER YAZ YENİ BİR HEYECAN: CAMİ, ÇOCUK VE KUR’AN"
Müslim,Sıyâm,19,"Bir kimse Allah yolunda bir gün oruç tutarsa, Allah bu tutulan oruç sebebiyle o kimsenin yüzünü cehennem ateşinden yetmiş sene sürecek mesafelik yere uzaklaştırır.","Ramazan, Oruç ve Bayramlar",20.07.2012,“BEN ORUÇLUYUM” DİYEBİLMEK
Müslim,Sıyâm,19,Çocuklarının senin üzerinde hakkı var,"Afet, Kriz ve Sağlık",23.02.2018,BAĞIMLILIK BİR TUZAKTIR
Müslim,Sıyâm,19,Çocuğunun senin üzerinde hakkı var.,"Aile, Çocuk ve Nesil",30.06.2023,ÇOCUKLARIMIZIN ÜZERİMİZDE HAKKI
Müslim,Sıyâm,19,hürmete şayan bir ay,"Kandiller, Muharrem ve Mübarek Geceler",31.10.2014,ORTAK HÜZÜN VE İBRET AYI: MUHARREM
Tirmizî,Zühd,16,"Kendisini ilgilendirmeyen söz, tutum ve davranışlardan uzak durması, kişinin iyi bir Müslüman olduğunun göstergesidir.","Ahlak, Erdem ve Söz",01.09.2017,İMAN VE İSLAM’IN TEZAHÜRÜ: FAYDASIZ ŞEYLERDEN UZAK DURMAK
Tirmizî,Zühd,16,Kişi dostunun dini üzerinedir.,"Ahlak, Erdem ve Söz",04.02.2022,SÖZ VE DAVRANIŞLARIMIZDA DOĞRU OLALIM
Tirmizî,Zühd,16,"Kişi sevdiğiyle beraberdir, sen de sevdiğinle beraber olacaksın.","İman, Tevhid ve Ahiret",08.10.2021,SONSUZ HAYAT AHİRET
Tirmizî,Zühd,16,"Ben, dünyada bir ağacın altında gölgelendikten sonra yola koyulup orayı terk eden bir yolcu gibiyim.","İman, Tevhid ve Ahiret",08.10.2021,SONSUZ HAYAT AHİRET
Tirmizî,Zühd,16,"Sizden kim huzuru yerinde, bedeni sağlıklı ve günlük yiyeceği de yanında olarak güne başlarsa, sanki dünyalar ona bağışlanmış gibidir.","Afet, Kriz ve Sağlık",09.11.2018,SAĞLIK: DÜNYALARA DEĞER NİMET
Tirmizî,Zühd,16,Üzerinde kendinin hakkı vardır. Rabbinin hakkı vardır. Misafirinin hakkı vardır. Ailenin hakkı vardır. O halde her hak sahibine hakkını ver!,"Aile, Çocuk ve Nesil",15.05.2026,TOPLUMSAL SORUMLULUKLARIMIZ
Tirmizî,Zühd,16,Komşuna iyilik yap ki mümin olasın.,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",21.10.2022,KOMŞULUK HUKUKU
Tirmizî,Zühd,16,Diline sahip ol! Fitneye bulaşma! Günahların için pişmanlıkla gözyaşı dök!,"Ahlak, Erdem ve Söz",22.01.2016,SÖZ AHLAKI
Tirmizî,Zühd,16,"Ömrü uzun, ameli güzel olandır","Aile, Çocuk ve Nesil",22.02.2019,"YAŞLILARA HÜRMET, ÖMRÜMÜZE BEREKET"
Tirmizî,Zühd,16,"Ben, dünyada bir ağacın altında kısa bir süre gölgelendikten sonra yola koyulup oradan ayrılan bir yolcu gibiyim.","İman, Tevhid ve Ahiret",22.03.2024,RAMAZAN VE AHİRET BİLİNCİ
Tirmizî,Zühd,16,"Faydasız söz ve lüzumsuz işleri terk etmesi, kişinin iyi Müslüman oluşundandır.","Aile, Çocuk ve Nesil",22.05.2015,BOŞ ŞEYLERİ TERK EDEREK HAYATI ANLAMLI KILMAK
Tirmizî,Zühd,16,"Faydasız söz ve davranışları terk etmesi, kişinin iyi bir Müslüman olduğunun göstergesidir.","Ahlak, Erdem ve Söz",22.05.2026,SÖZ AHLAKI VE SOSYAL MEDYA
Tirmizî,Zühd,16,Üzerinde nefsinin hakkı vardır. Rabbinin hakkı vardır. Misafirinin hakkı vardır. Ailenin hakkı vardır. Her hak sahibine hakkını ver!,"Ramazan, Oruç ve Bayramlar",26.05.2017,ÜZERİMİZDE HER CANIN HAKKI VARDIR
Tirmizî,Zühd,16,"Faydasız işleri terk etmesi, bir kişinin iyi Müslüman olduğunu gösterir.","Ahlak, Erdem ve Söz",26.11.2021,MÜMİN FAYDASIZ SÖZLERDEN VE LÜZUMSUZ İŞLERDEN UZAK DURUR
Tirmizî,Zühd,16,Kişinin iyi Müslüman olduğunun işaretlerinden biri de faydasız söz ve lüzumsuz işleri terk etmesidir,"Vatan, Millet ve Tarih",26.12.2025,KİMLİĞİMİZ GELECEĞİMİZDİR
Tirmizî,Zühd,16,"Faydasız işleri terk etmesi, bir kişinin iyi Müslüman olmasındandır.","Ahlak, Erdem ve Söz",27.11.2020,FAYDASIZ İŞLERİ TERK ETMEK KULLUĞUN GÜZELLİĞİNDENDİR
Buhârî,Salât,15,"Bir mümin, diğer bir mümin için birbirini destekleyen bir binanın tuğlaları gibidir.","Ramazan, Oruç ve Bayramlar",02.05.2022,"BAYRAMIMIZ KUTLU, GÖNLÜMÜZ İMAN VE NEŞE DOLU OLSUN"
Buhârî,Salât,15,"Müminlerin birbirlerine olan bağlılığı, birbirine kenetlenerek inşa edilmiş bir binanın tuğlaları gibidir.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",04.11.2016,ÖRNEK ÜMMET OLABİLMEK
Buhârî,Salât,15,"Müminler, bir binanın yapı taşları gibidir. Onlar, birbirlerinin hayata tutunmasını temin ederler.","Ramazan, Oruç ve Bayramlar",05.07.2016,RAMAZAN BAYRAMI
Buhârî,Salât,15,Müminler bir binanın birbirini destekleyen tuğlaları gibidir,"Vatan, Millet ve Tarih",06.02.2026,BİRLİK VE BERABERLİK
Buhârî,Salât,15,Sizden biri namaz kılarken aslında Rabbiyle konuşuyordur,İbadet ve Kulluk,09.01.2026,NAMAZ
Buhârî,Salât,15,Müminler bir binanın birbirini destekleyen yapı taşları gibidir.,"Ramazan, Oruç ve Bayramlar",10.04.2024,"RAMAZAN BAYRAMI: BİRLİK, BERABERLİK VE KARDEŞLİK GÜNLERİ"
Buhârî,Salât,15,"Müminler, bir binanın yapı taşları gibidir. Onlar, birbirlerinin hayata tutunmasını temin ederler.","Vatan, Millet ve Tarih",14.07.2017,SALÂLARIN ŞAHİT OLDUĞU DİRENİŞ: 15 TEMMUZ
Buhârî,Salât,15,"Bir mümin, diğer bir mümin için âdeta birbirini destekleyen bir binanın tuğlaları gibidir.","Ramazan, Oruç ve Bayramlar",15.06.2018,RAMAZAN BAYRAMI
Buhârî,Salât,15,"Müminin mümine karşı durumu, bir parçası diğer parçasını sımsıkı kenetleyip tutan binalar gibidir","Vatan, Millet ve Tarih",17.04.2026,"BİRBİRİMİZE KENETLENELİM, SORUMLULUKLARIMIZI İDRAK EDELİM"
Buhârî,Salât,15,"Müminlerin birbirlerine olan bağlılığı, birbirine kenetlenerek inşa edilmiş bir binanın duvarları gibidir.","Vatan, Millet ve Tarih",18.03.2016,ÇANAKKALE VE BİRLİK RUHU
Buhârî,Salât,15,"Müminler, birbirini destekleyen bir binanın tuğlaları gibidir.","Vatan, Millet ve Tarih",19.01.2024,"BİZİ GÜÇLÜ KILAN, BİRLİK VE BERABERLİĞİMİZDİR"
Buhârî,Salât,15,"Müminlerin birbirlerine olan bağlılığı, birbirine kenetlenerek inşa edilmiş bir binanın duvarları gibidir.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",21.08.2015,BİRLİK VE BERABERLİĞİMİZİN HARCI: KARDEŞLİĞİMİZ
Buhârî,Salât,15,Müminler tuğlaları birbirine sımsıkı kenetlenmiş bir bina gibidir.,"Ramazan, Oruç ve Bayramlar",24.03.2023,RAMAZAN VE DAYANIŞMA
Buhârî,Salât,15,"Müminler, bir binanın yapı taşları gibidir. Onlar, birbirlerinin hayata tutunmasını temin ederler.","Ramazan, Oruç ve Bayramlar",25.06.2017,RAMAZAN BAYRAMI
Buhârî,Salât,15,"Yeryüzü, bana mescid kılındı; temiz kılındı.",İbadet ve Kulluk,30.09.2016,CAMİ VE KİTAP MEDENİYETİ
Tirmizî,Menâkıb,15,"Sizin en hayırlınız ailesine en güzel şekilde davranandır. Ben, aranızda ailesine en güzel davranan kişiyim.","Aile, Çocuk ve Nesil",07.06.2019,"AİLE OLMAK, AİLE KALMAK"
Tirmizî,Menâkıb,15,"Benim dünyadaki çiçeğim, reyhanım","Kandiller, Muharrem ve Mübarek Geceler",07.10.2016,YÜREKLERİMİZİ SAHRÂ-I KERBELÂ’YA DÖNÜŞTÜRMEYELİM
Tirmizî,Menâkıb,15,"İnsanlar, Âdem'in çocuklarıdır. Âdem de topraktan yaratılmıştır.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",08.04.2016,"HZ. PEYGAMBER, TEVHİD VE VAHDET"
Tirmizî,Menâkıb,15,"Sizin en hayırlınız, ailesine karşı en hayırlı olandır. İçinizde ailesine karşı en hayırlı olan da benim.","Aile, Çocuk ve Nesil",11.06.2021,AİLEMDE MERHAMET VE HUZUR VAR
Tirmizî,Menâkıb,15,Sizin en hayırlınız ailesine en güzel şekilde davranandır…,"Aile, Çocuk ve Nesil",12.05.2023,"KADIN VE ERKEK: HÜRMETE LAYIK, SAYGIN VARLIK"
Tirmizî,Menâkıb,15,Cennet gençlerinin efendisi,"Kandiller, Muharrem ve Mübarek Geceler",13.08.2021,KERBELÂ’YI İBRET NAZARIYLA OKUYALIM
Tirmizî,Menâkıb,15,"Sizin en hayırlınız, ailesine karşı en hayırlı olanınızdır. Ben de aileme karşı en iyi olanınızım!","Aile, Çocuk ve Nesil",15.11.2019,PEYGAMBERİMİZ VE AİLE
Tirmizî,Menâkıb,15,"Sizin en hayırlınız, ailesine karşı en hayırlı olanınızdır…","Aile, Çocuk ve Nesil",16.05.2025,"AİLE: GÜVEN, SADAKAT VE MERHAMET YUVASI"
Tirmizî,Menâkıb,15,"Sizin en hayırlınız, ailesine karşı en hayırlı davranandır. Ben de sizin ailesine karşı en hayırlı olanınızım.","Aile, Çocuk ve Nesil",17.05.2024,AİLEMİZ: HUZUR VE GÜVEN KAYNAĞIMIZ
Tirmizî,Menâkıb,15,"Sizin en hayırlınız, ailesine en güzel davranandır. İçinizden ailesine karşı en güzel davranan da benim.",Peygamberimiz ve Ashab,18.02.2022,PEYGAMBERİMİZİN AHLAKI KUR’AN’DI
Tirmizî,Menâkıb,15,Cennet gençlerinin efendisi,"Kandiller, Muharrem ve Mübarek Geceler",19.06.2026,BİRLİKTE RAHMET VARDIR
Tirmizî,Menâkıb,15,"Benim dünyadaki çiçeğim, reyhanım","Kandiller, Muharrem ve Mübarek Geceler",23.10.2015,KERBELÂ’YI DOĞRU ANLAMAK
Tirmizî,Menâkıb,15,"Sizin en hayırlınız, ailesine karşı en güzel davranandır.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",25.11.2022,MERHAMET TOPLUMU
Tirmizî,Menâkıb,15,"Sizin en hayırlınız, ailesine karşı en hayırlı olanınızdır. Ben de aileme karşı en hayırlı olanınızım","Aile, Çocuk ve Nesil",26.10.2018,AİLEDE ŞEFKAT VE NEZAKET DİLİ
Tirmizî,Menâkıb,15,Hasan ve Hüseyin cennet gençlerinin efendisidir.,"Kandiller, Muharrem ve Mübarek Geceler",28.07.2023,MUHARREM AYININ ÖNEMİ VE EHL-İ BEYT-İ MUSTAFA
Buhârî,Rikâk,14,"İki nimet vardır ki insanların çoğu, onları değerlendirme hususunda aldanmıştır. Bunlar; sağlık ve boş vakittir.","Afet, Kriz ve Sağlık",01.03.2024,ZARARLI ALIŞKANLIKLARIN ESİRİ OLMAYALIM
Buhârî,Rikâk,14,"İki nimet vardır ki insanların çoğu onları değerlendirme hususunda aldanmıştır. Bu iki nimet, sağlık ve boş vakittir.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",05.05.2023,İSRAF: TÜKETİRKEN TÜKENMEK
Buhârî,Rikâk,14,"Kulum, farz ibadetlerden daha sevimli bir şeyle bana yaklaşamaz. Nafile ibadetlerle de bana yaklaşmaya devam eder. Sonuçta ben onu severim. Sevince de onun işiten kulağı, gören gözü, tutan eli, yürüyen ayağı olurum. Benden istediğinde ona veririm. Bana sığındığında onu korurum.",İbadet ve Kulluk,08.02.2019,İBADET: KUL OLMA ŞUURU
Buhârî,Rikâk,14,"İki nimet vardır ki insanların çoğu, onları değerlendirme hususunda aldanmıştır. Bunlar; sağlık ve boş vakittir.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",08.08.2025,SILA-İ RAHİMLE BEREKETLENEN TATİL
Buhârî,Rikâk,14,"Kişinin kendi malı, ölümünden önce hayır yoluna harcayıp vakfettiği malıdır. Mirasçısına kalan malı ise kişinin hayra sarf etmeyip ölünce geride bıraktığı malıdır.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",09.05.2025,"VAKIF: YARATAN’A HÜRMET, YARATILANA MERHAMET"
Buhârî,Rikâk,14,"İki nimet vardır ki, insanların çoğu onları değerlendirme hususunda aldanmıştır: Sağlık ve boş vakit.","Afet, Kriz ve Sağlık",09.11.2018,SAĞLIK: DÜNYALARA DEĞER NİMET
Buhârî,Rikâk,14,Dünyada kimsesiz bir garip yahut bir yolcu gibi ol!,"İman, Tevhid ve Ahiret",13.12.2013,DÜNYADA YOLCU OLABİLMEK!
Buhârî,Rikâk,14,İki nimet vardır ki insanların çoğu onları değerlendirme hususunda aldanmıştır: Sağlık ve boş vakit.,"Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",17.01.2020,TEKNOLOJİ BAĞIMLILIĞI VE SOSYAL MEDYA AHLAKI
