"id","tarih","baslik","ana_kategori","ikincil_kategoriler","cerceve","ton","muhatap","eylem_cagrisi"
"2018-09-28","28.09.2018","CAMİLER VE DİN HİZMETİNE ADANMIŞ ÖMÜRLER","İbadet ve Kulluk","Kur'an-ı Kerim","cemaat-toplum","teşvik; bilgilendirme","genel","ritüel"
"2018-10-05","05.10.2018","CENAZE ÂDÂBI: AHİRET YOLCUSUNA","İman, Tevhid ve Ahiret","Toplumsal Dayanışma, Merhamet ve Kardeşlik","birey","bilgilendirme; teselli","genel","ritüel"
"2018-10-12","12.10.2018","CENÂB-I HAK, HER HAK SAHİBİNE HAKKINI VERMİŞTİR","Toplumsal Dayanışma, Merhamet ve Kardeşlik","Aile, Çocuk ve Nesil","cemaat-toplum","bilgilendirme; teşvik","genel","ahlaki"
"2018-10-19","19.10.2018","MADDİ VE MANEVİ ARINMA: TEMİZLİK","İbadet ve Kulluk","Ahlak, Erdem ve Söz; Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","birey","teşvik; bilgilendirme","genel","ahlaki"
"2018-10-26","26.10.2018","AİLEDE ŞEFKAT VE NEZAKET DİLİ","Aile, Çocuk ve Nesil","Toplumsal Dayanışma, Merhamet ve Kardeşlik","aile","teşvik; bilgilendirme","aileler","ahlaki"
"2018-11-02","02.11.2018","TEMİZ GIDA TEMİZ NESİL","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","Aile, Çocuk ve Nesil","cemaat-toplum","uyarı; bilgilendirme","aileler","ahlaki"
"2018-11-09","09.11.2018","SAĞLIK: DÜNYALARA DEĞER NİMET","Afet, Kriz ve Sağlık","Sabır, Tevekkül ve Manevi Olgunluk","birey","teşvik; bilgilendirme","genel","ahlaki"
"2018-11-16","16.11.2018","MEVLİD-İ NEBİ","Kandiller, Muharrem ve Mübarek Geceler","Peygamberimiz ve Ashab","birey","teşvik; bilgilendirme","gençler","ahlaki"
"2018-11-23","23.11.2018","EN BÜYÜK ZENGİNLİĞİMİZ GENÇLERİMİZ","Aile, Çocuk ve Nesil","Afet, Kriz ve Sağlık; Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","aile","uyarı; teşvik","gençler","ahlaki"
"2018-11-30","30.11.2018","NEFİS: İYİ VE KÖTÜNÜN MÜCADELE ALANI","Sabır, Tevekkül ve Manevi Olgunluk","","birey","teşvik; uyarı","genel","ahlaki"
"2018-12-07","07.12.2018","SELÂM: İSLÂM'IN GÜVEN VE BARIŞ ÇAĞRISI","Toplumsal Dayanışma, Merhamet ve Kardeşlik","Peygamberimiz ve Ashab","cemaat-toplum","teşvik; bilgilendirme","genel","ahlaki"
"2018-12-14","14.12.2018","RAHMET VE MAĞFİRET KAPISI: TEVBE","İman, Tevhid ve Ahiret","Peygamberimiz ve Ashab","birey","teşvik; teselli","genel","ahlaki"
"2018-12-21","21.12.2018","VARLIĞIN İLAHİ MAYASI MERHAMET","Toplumsal Dayanışma, Merhamet ve Kardeşlik","","birey","teşvik; bilgilendirme","genel","ahlaki"
"2018-12-28","28.12.2018","BİR ÖMÜR SORUMLULUK BİLİNCİYLE YAŞAMAK","Sabır, Tevekkül ve Manevi Olgunluk","İman, Tevhid ve Ahiret","birey","uyarı; teşvik","genel","ahlaki"
"2019-01-04","04.01.2019","ÖZÜ SÖZÜ DOĞRU OLMAK","Ahlak, Erdem ve Söz","","birey","teşvik; uyarı","genel","ahlaki"
"2019-01-11","11.01.2019","İNSANIN KEMAL YOLCULUĞU: İSLAM, İMAN VE İHSAN","İbadet ve Kulluk","Peygamberimiz ve Ashab; Sabır, Tevekkül ve Manevi Olgunluk","birey","bilgilendirme; teşvik","genel","ahlaki"
"2019-01-18","18.01.2019","MÜSLÜMANLAR İLİM VE MEDENİYETİN ÖNCÜLERİDİR","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","","cemaat-toplum","teşvik; bilgilendirme","genel","ahlaki"
"2019-01-25","25.01.2019","İSLAM AHLÂKININ ÖZÜ HAYÂDIR","Ahlak, Erdem ve Söz","","birey","teşvik; uyarı","genel","ahlaki"
"2019-02-01","01.02.2019","RIFK: ALLAH HER İŞTE ZERAFETİ SEVER","Sabır, Tevekkül ve Manevi Olgunluk","Ahlak, Erdem ve Söz","birey","teşvik; bilgilendirme","genel","ahlaki"
"2019-02-08","08.02.2019","İBADET: KUL OLMA ŞUURU","İbadet ve Kulluk","Ramazan, Oruç ve Bayramlar","birey","teşvik; bilgilendirme","genel","ahlaki"
"2019-02-15","15.02.2019","HAYATI YAŞANILIR KILMANIN YOLU: DİN VE MANEVİYAT","Sabır, Tevekkül ve Manevi Olgunluk","İman, Tevhid ve Ahiret","birey","teşvik; teselli","genel","ahlaki"
"2019-02-22","22.02.2019","YAŞLILARA HÜRMET, ÖMRÜMÜZE BEREKET","Aile, Çocuk ve Nesil","Toplumsal Dayanışma, Merhamet ve Kardeşlik","aile","teşvik; bilgilendirme","aileler","ahlaki"
"2019-03-01","01.03.2019","BEREKET MEVSİMİ: ÜÇ AYLAR","Kandiller, Muharrem ve Mübarek Geceler","Toplumsal Dayanışma, Merhamet ve Kardeşlik","birey","teşvik; bilgilendirme","genel","ritüel; maddi"
"2019-03-08","08.03.2019","İYİLİK PAYLAŞTIKÇA ÇOĞALIR","Toplumsal Dayanışma, Merhamet ve Kardeşlik","Ahlak, Erdem ve Söz","birey","teşvik; bilgilendirme","genel","ahlaki"
"2019-03-15","15.03.2019","ÇANAKKALE ZAFERİ VE BİRLİK RUHU","Vatan, Millet ve Tarih","İslam Coğrafyası ve Küresel Meseleler","cemaat-toplum","teşvik; kınama","millet","ritüel"
"2019-03-22","22.03.2019","KUR'AN VE SÜNNET BİR BÜTÜNDÜR","Kur'an-ı Kerim","Peygamberimiz ve Ashab","birey","bilgilendirme; teşvik","genel","ahlaki"
"2019-03-29","29.03.2019","MİRAÇ GECESİ","Kandiller, Muharrem ve Mübarek Geceler","İslam Coğrafyası ve Küresel Meseleler","birey","teşvik; kınama","genel","ritüel"
"2019-04-05","05.04.2019","MÜSLÜMAN HAYIRLI BİR KOMŞUDUR","Toplumsal Dayanışma, Merhamet ve Kardeşlik","","cemaat-toplum","teşvik; bilgilendirme","genel","ahlaki"
"2019-04-12","12.04.2019","İMANIN HAYATIMIZDAKİ YANSIMALARI","İman, Tevhid ve Ahiret","Sabır, Tevekkül ve Manevi Olgunluk","birey","teşvik; bilgilendirme","genel","ahlaki"
"2019-04-19","19.04.2019","BERÂT GECESİ","Kandiller, Muharrem ve Mübarek Geceler","","birey","teşvik; teselli","genel","ritüel"
"2019-04-26","26.04.2019","TİCARET HAYATININ BEREKETİ: İŞ AHLAKI","Ekonomik Hayat: Kazanç, Zekat ve İsraf","","birey","bilgilendirme; teşvik","esnaf-işveren","ahlaki"
"2019-05-03","03.05.2019","HOŞ GELDİN YA ŞEHR-İ RAMAZAN","Ramazan, Oruç ve Bayramlar","İbadet ve Kulluk","cemaat-toplum","teşvik; bilgilendirme","genel","ritüel"
"2019-05-10","10.05.2019","RAMAZAN VE İNFAK","Ekonomik Hayat: Kazanç, Zekat ve İsraf","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","teşvik; bilgilendirme","genel","maddi"
"2019-05-17","17.05.2019","PEYGAMBERİMİZİN TARİFİYLE HAYIRLI MÜSLÜMAN","Ahlak, Erdem ve Söz","","birey","teşvik; bilgilendirme","genel","ahlaki"
"2019-05-24","24.05.2019","KARDEŞLİĞİMİZ ZEKÂT VE FITIR SADAKASIYLA BEREKETLENSİN","Ramazan, Oruç ve Bayramlar","Ekonomik Hayat: Kazanç, Zekat ve İsraf","cemaat-toplum","teşvik; bilgilendirme","genel","maddi"
"2019-05-31","31.05.2019","KADİR GECESİ: KUR'ÂN İLE ŞEREFLENEN GECE","Kandiller, Muharrem ve Mübarek Geceler","Kur'an-ı Kerim","birey","teşvik; bilgilendirme","genel","ritüel; ahlaki"
"2019-06-04","04.06.2019","RAMAZAN BAYRAMI","Ramazan, Oruç ve Bayramlar","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","teşvik; teselli","ümmet","ritüel; ahlaki"
"2019-06-07","07.06.2019","AİLE OLMAK, AİLE KALMAK","Aile, Çocuk ve Nesil","Toplumsal Dayanışma, Merhamet ve Kardeşlik","aile","teşvik; bilgilendirme","aileler","ahlaki"
"2019-06-14","14.06.2019","CAMİLER ÇOCUK DOLSUN, AHLAKI KUR'AN OLSUN","Aile, Çocuk ve Nesil","Kur'an-ı Kerim","aile","teşvik; bilgilendirme","aileler","katılım"
"2019-06-21","21.06.2019","ALLAH'A İMAN","İman, Tevhid ve Ahiret","","birey","teşvik; bilgilendirme","genel","ahlaki"
"2019-06-28","28.06.2019","BİR MUKADDES YOLCULUK: HAC","İbadet ve Kulluk","Peygamberimiz ve Ashab","birey","teşvik; bilgilendirme","genel","ritüel"
"2019-07-05","05.07.2019","NESLİN KORUNMASI: ERDEMLİ BİR NESİL, HUZURLU BİR GELECEK","Aile, Çocuk ve Nesil","","cemaat-toplum","uyarı; kınama","aileler","ahlaki"
"2019-07-12","12.07.2019","15 TEMMUZ'U ANMAK, İHANETİ ANLAMAK","Vatan, Millet ve Tarih","","cemaat-toplum","kınama; teşvik","millet","ahlaki"
"2019-07-19","19.07.2019","CUMA NAMAZI VE ADABI","İbadet ve Kulluk","","birey","teşvik; bilgilendirme","genel","ritüel"
"2019-07-26","26.07.2019","BEDEN MAHREMİYETİ VE TESETTÜR","Ahlak, Erdem ve Söz","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","birey","bilgilendirme; teşvik","genel","ahlaki"
"2019-08-02","02.08.2019","RABBİN İÇİN KURBAN KES","Ramazan, Oruç ve Bayramlar","","birey","teşvik; bilgilendirme","genel","ritüel; maddi"
"2019-08-09","09.08.2019","MÜMİN: HUZURLU TOPLUMUN TEMİNATI","Toplumsal Dayanışma, Merhamet ve Kardeşlik","Ahlak, Erdem ve Söz","cemaat-toplum","bilgilendirme; teşvik","genel","ahlaki"
"2019-08-11","11.08.2019","KURBAN BAYRAMI","Ramazan, Oruç ve Bayramlar","","cemaat-toplum","teşvik; teselli","ümmet","ritüel; ahlaki"
"2019-08-16","16.08.2019","GÜVENLİ BİR HAYAT İÇİN AFETLERE HAZIR OLALIM","Afet, Kriz ve Sağlık","Sabır, Tevekkül ve Manevi Olgunluk","cemaat-toplum","uyarı; teşvik","genel","ahlaki"
"2019-08-23","23.08.2019","FAİZİN TOPLUMSAL ZARARLARI","Ekonomik Hayat: Kazanç, Zekat ve İsraf","","birey","uyarı; bilgilendirme","genel","maddi"
"2019-08-30","30.08.2019","VATAN BİZE EMANETTİR","Vatan, Millet ve Tarih","","cemaat-toplum","teşvik; bilgilendirme","millet","ritüel"
"2019-09-06","06.09.2019","MUHARREM AYI VE ÂŞÛRÂ GÜNÜ","Kandiller, Muharrem ve Mübarek Geceler","","cemaat-toplum","teselli; teşvik","ümmet","ritüel"
"2019-09-13","13.09.2019","HER CAN DOKUNULMAZDIR","Toplumsal Dayanışma, Merhamet ve Kardeşlik","Ahlak, Erdem ve Söz","cemaat-toplum","kınama; uyarı","genel","ahlaki"
"2019-09-20","20.09.2019","TEVAZU İNSANI YÜCELTİR","Ahlak, Erdem ve Söz","","birey","teşvik; bilgilendirme","genel","ahlaki"
"2019-09-27","27.09.2019","CAMİ VE HAYAT","İbadet ve Kulluk","","cemaat-toplum","teşvik; bilgilendirme","genel","ritüel"
"2019-10-04","04.10.2019","DÜNYA EVİMİZ BİZE EMANETTİR","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","Ekonomik Hayat: Kazanç, Zekat ve İsraf","cemaat-toplum","uyarı; teşvik","genel","ahlaki; katılım"
"2019-10-11","11.10.2019","GÜN BİRLİK VE DAYANIŞMA GÜNÜDÜR","Vatan, Millet ve Tarih","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","teşvik; kınama","millet","ahlaki"
"2019-10-18","18.10.2019","KUL VE KAMU HAKKI","Toplumsal Dayanışma, Merhamet ve Kardeşlik","","cemaat-toplum","bilgilendirme; uyarı","genel","ahlaki"
"2019-10-25","25.10.2019","DUALARIMIZ MEHMETÇİĞİMİZ İÇİN","Vatan, Millet ve Tarih","","cemaat-toplum","teşvik; teselli","millet","ritüel"
"2019-11-01","01.11.2019","DÜNYEVİLEŞMEK: GEÇİCİ OLANA GÖNÜL VERMEK","İman, Tevhid ve Ahiret","Sabır, Tevekkül ve Manevi Olgunluk","birey","uyarı; teşvik","genel","ahlaki"
"2019-11-08","08.11.2019","MEVLİD-İ NEBİ","Kandiller, Muharrem ve Mübarek Geceler","Peygamberimiz ve Ashab","birey","teşvik; bilgilendirme","genel","ahlaki"
"2019-11-15","15.11.2019","PEYGAMBERİMİZ VE AİLE","Aile, Çocuk ve Nesil","Peygamberimiz ve Ashab","aile","teşvik; bilgilendirme","aileler","ahlaki"
"2019-11-22","22.11.2019","MUSİBETLER KARŞISINDA MÜMİNİN TAVRI","Sabır, Tevekkül ve Manevi Olgunluk","","birey","teşvik; uyarı","genel","ahlaki"
"2019-11-29","29.11.2019","DİNİN ÖZÜ SAMİMİYETTİR","Ahlak, Erdem ve Söz","","birey","teşvik; bilgilendirme","genel","ahlaki"
"2019-12-06","06.12.2019","BATIL İNANÇ VE HURAFELER","İman, Tevhid ve Ahiret","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","birey","uyarı; bilgilendirme","genel","ahlaki"
"2019-12-13","13.12.2019","NAMAZ: RABBİMİZE YAKIN OLMA ÇABAMIZ","İbadet ve Kulluk","","birey","teşvik; bilgilendirme","genel","ritüel"
"2019-12-20","20.12.2019","TAKVA: EN HAYIRLI AZIĞIMIZ","Ahlak, Erdem ve Söz","Sabır, Tevekkül ve Manevi Olgunluk","birey","teşvik; bilgilendirme","genel","ahlaki"
"2019-12-27","27.12.2019","TEFEKKÜR İLE BİR ÖMÜR GEÇİRMEK","Sabır, Tevekkül ve Manevi Olgunluk","İman, Tevhid ve Ahiret","birey","uyarı; teşvik","genel","ahlaki"
"2020-01-03","03.01.2020","İNSAN, İMAN VE HAYAT","İman, Tevhid ve Ahiret","Sabır, Tevekkül ve Manevi Olgunluk","birey","bilgilendirme; teşvik","genel","ahlaki; maddi"
"2020-01-10","10.01.2020","PEYGAMBERİMİZİN DİLİNDEN DUALAR","İbadet ve Kulluk","Sabır, Tevekkül ve Manevi Olgunluk","birey","teşvik; bilgilendirme","genel","ritüel"
"2020-01-17","17.01.2020","TEKNOLOJİ BAĞIMLILIĞI VE SOSYAL MEDYA AHLAKI","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","Aile, Çocuk ve Nesil","aile","uyarı; bilgilendirme","aileler","ahlaki"
"2020-01-24","24.01.2020","SORUMLULUK SAHİBİ BİR BABA OLABİLMEK","Aile, Çocuk ve Nesil","","aile","teşvik; bilgilendirme","aileler","ahlaki"
"2020-01-31","31.01.2020","AFETLERE KARŞI BİLİNÇLİ OLALIM","Afet, Kriz ve Sağlık","Sabır, Tevekkül ve Manevi Olgunluk","cemaat-toplum","teselli; uyarı","genel","ahlaki"
"2020-02-07","07.02.2020","KUDÜS İSLAM YURDUDUR","İslam Coğrafyası ve Küresel Meseleler","Afet, Kriz ve Sağlık","cemaat-toplum","kınama; teselli","ümmet","ahlaki"
"2020-02-14","14.02.2020","ALLAH İLE KUL ARASINDAKİ BAĞ","İman, Tevhid ve Ahiret","","birey","teşvik; bilgilendirme","genel","ahlaki"
"2020-02-21","21.02.2020","ÜÇ AYLARIN MANEVİ İKLİMİNE YAKLAŞIRKEN","Kandiller, Muharrem ve Mübarek Geceler","Ramazan, Oruç ve Bayramlar","birey","teşvik; bilgilendirme","genel","ritüel"
"2020-02-28","28.02.2020","HAK UĞRUNDA MÜCADELEMİZ, BİRLİK VE BERABERLİK RUHUMUZ","Vatan, Millet ve Tarih","","cemaat-toplum","teşvik; teselli","millet","ritüel"
"2020-03-06","06.03.2020","ALLAH TEMİZDİR, TEMİZLİĞİ SEVER","İbadet ve Kulluk","Afet, Kriz ve Sağlık","birey","teşvik; uyarı","genel","ahlaki"
"2020-03-13","13.03.2020","TEDBİR MÜMİN'DEN TAKDİR ALLAH'TANDIR","Afet, Kriz ve Sağlık","Sabır, Tevekkül ve Manevi Olgunluk","birey","uyarı; teşvik","genel","ahlaki"
"2020-03-27","27.03.2020","ZORLUKLAR KARŞISINDA MÜMİN","Afet, Kriz ve Sağlık","Sabır, Tevekkül ve Manevi Olgunluk","cemaat-toplum","teselli; uyarı","genel","ahlaki"
"2020-04-03","03.04.2020","BERAT GECESİ: AF VE ARINMA VESİLESİ","Kandiller, Muharrem ve Mübarek Geceler","Afet, Kriz ve Sağlık","birey","teşvik; teselli","genel","ritüel"
"2020-04-10","10.04.2020","İNSAN, SORUMLULUK SAHİBİDİR","Sabır, Tevekkül ve Manevi Olgunluk","Afet, Kriz ve Sağlık","birey","bilgilendirme; teşvik","genel","ahlaki"
"2020-04-17","17.04.2020","AİLE: HUZUR VE GÜVEN KAYNAĞI","Aile, Çocuk ve Nesil","Afet, Kriz ve Sağlık","aile","teşvik; teselli","aileler","ahlaki"
"2020-04-24","24.04.2020","RAMAZAN: SABIR VE İRADE EĞİTİMİ","Ramazan, Oruç ve Bayramlar","Afet, Kriz ve Sağlık","cemaat-toplum","uyarı; teşvik","genel","ahlaki"
"2020-05-01","01.05.2020","RAMAZAN VE SORUMLULUK BİLİNCİ","Ramazan, Oruç ve Bayramlar","Sabır, Tevekkül ve Manevi Olgunluk","birey","teşvik; bilgilendirme","genel","ahlaki"
"2020-05-08","08.05.2020","RAMAZAN: İNFAK, YARDIMLAŞMA VE PAYLAŞMA AYI","Ekonomik Hayat: Kazanç, Zekat ve İsraf","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","teşvik; bilgilendirme","genel","maddi"
"2020-05-15","15.05.2020","KUR'AN'LA YAŞAMAK","Kandiller, Muharrem ve Mübarek Geceler","Kur'an-ı Kerim","birey","teşvik; bilgilendirme","genel","ritüel"
"2020-05-22","22.05.2020","BİR ÖMRÜ RAMAZAN GİBİ YAŞAMAK","İbadet ve Kulluk","Ramazan, Oruç ve Bayramlar","birey","teşvik; teselli","genel","ahlaki"
"2020-05-29","29.05.2020","HAMDOLSUN RABBİMİZE","İbadet ve Kulluk","Afet, Kriz ve Sağlık","cemaat-toplum","teşvik; teselli","genel","ritüel"
"2020-06-05","05.06.2020","AHİRETE İNANAN MÜMİN","İman, Tevhid ve Ahiret","","birey","teşvik; bilgilendirme","genel","ahlaki"
"2020-06-12","12.06.2020","MÜSTAKİM OL, EMİN OL HER TASADAN!","İman, Tevhid ve Ahiret","Sabır, Tevekkül ve Manevi Olgunluk","birey","teşvik; bilgilendirme","genel","ahlaki"
"2020-06-19","19.06.2020","HALİS NİYET VE SAMİMİYET","İbadet ve Kulluk","İman, Tevhid ve Ahiret","birey","bilgilendirme; teşvik","genel","ahlaki"
"2020-06-26","26.06.2020","YUVALARIMIZ KUR'AN İLE AYDINLANSIN","Aile, Çocuk ve Nesil","Kur'an-ı Kerim","aile","teşvik; bilgilendirme","aileler","katılım"
"2020-07-03","03.07.2020","SABRIN SONU SELAMETTİR","Sabır, Tevekkül ve Manevi Olgunluk","","birey","teşvik; bilgilendirme","genel","ahlaki"
"2020-07-10","10.07.2020","15 TEMMUZ VE BİRLİK RUHU","Vatan, Millet ve Tarih","","cemaat-toplum","kınama; teşvik","millet","ahlaki"
"2020-07-17","17.07.2020","KURBANINI PAYLAŞ, KARDEŞİNLE YAKINLAŞ","Ramazan, Oruç ve Bayramlar","Toplumsal Dayanışma, Merhamet ve Kardeşlik","birey","teşvik; bilgilendirme","genel","ritüel; maddi"
"2020-07-24","24.07.2020","AYASOFYA: FETHİN NİŞANESİ, FATİH'İN EMANETİ","Vatan, Millet ve Tarih","İbadet ve Kulluk","cemaat-toplum","teşvik; bilgilendirme","millet","ritüel"
"2020-07-31","31.07.2020","KURBAN BAYRAMI: TAKVA YOLCULUĞU","Ramazan, Oruç ve Bayramlar","","cemaat-toplum","teşvik; teselli","ümmet","ritüel; ahlaki"
"2020-08-07","07.08.2020","MÜMİNCE BİR DUYARLILIK: İYİLİĞİ EMRETMEK, KÖTÜLÜKTEN SAKINDIRMAK","Toplumsal Dayanışma, Merhamet ve Kardeşlik","Sabır, Tevekkül ve Manevi Olgunluk; Afet, Kriz ve Sağlık","cemaat-toplum","teşvik; uyarı","genel","ahlaki"
"2020-08-14","14.08.2020","ŞÜKREDEN HUZUR BULUR","Sabır, Tevekkül ve Manevi Olgunluk","İman, Tevhid ve Ahiret","birey","teşvik; bilgilendirme","genel","ahlaki"
"2020-08-21","21.08.2020","MÜMİN: HAKKIN TEMSİLCİSİ, HAKİKATİN DAVETÇİSİ","Sabır, Tevekkül ve Manevi Olgunluk","Kur'an-ı Kerim","birey","teşvik; bilgilendirme","genel","ahlaki"
"2020-08-28","28.08.2020","ALLAH'IN DİNİNİ YÜCELTME GAYRETİ","Vatan, Millet ve Tarih","","cemaat-toplum","teşvik; teselli","millet","ritüel"
"2020-09-04","04.09.2020","İSLAM, TEMİZLİĞİ EMREDER","Afet, Kriz ve Sağlık","İman, Tevhid ve Ahiret","birey","teşvik; uyarı","genel","ahlaki"
"2020-09-11","11.09.2020","DİN İSTİSMARINA KARŞI FERASETLİ VE BASİRETLİ OLALIM","Kur'an-ı Kerim","Peygamberimiz ve Ashab","cemaat-toplum","uyarı; bilgilendirme","genel","ahlaki"
"2020-09-18","18.09.2020","BEREKET: MANEVİ BOLLUK","Sabır, Tevekkül ve Manevi Olgunluk","","birey","teşvik; bilgilendirme","genel","ahlaki"
"2020-09-25","25.09.2020","CAMİ VE İLİM","İbadet ve Kulluk","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","cemaat-toplum","teşvik; bilgilendirme","genel","ritüel"
"2020-10-02","02.10.2020","MURAKABE VE MUHASEBE BİLİNCİ","Sabır, Tevekkül ve Manevi Olgunluk","Afet, Kriz ve Sağlık","birey","teşvik; bilgilendirme","genel","ahlaki"
"2020-10-09","09.10.2020","MÜMİNİN YUMUŞAK HUYLULUĞU","Toplumsal Dayanışma, Merhamet ve Kardeşlik","Ahlak, Erdem ve Söz; Vatan, Millet ve Tarih","birey","teşvik; teselli","genel","ahlaki"
"2020-10-16","16.10.2020","CAMİ: ALLAH'IN EVİ, MÜMİNLERİN ESERİ","İbadet ve Kulluk","","cemaat-toplum","teşvik; bilgilendirme","genel","maddi"
"2020-10-23","23.10.2020","MEVLİD-İ NEBİ","Kandiller, Muharrem ve Mübarek Geceler","Peygamberimiz ve Ashab","birey","teşvik; bilgilendirme","genel","ahlaki"
"2020-10-30","30.10.2020","PEYGAMBERİMİZ VE ÇOCUK","Aile, Çocuk ve Nesil","Peygamberimiz ve Ashab","aile","teşvik; bilgilendirme","aileler","ahlaki"
"2020-11-06","06.11.2020","MÜMİN SORUMLULUK SAHİBİDİR","İman, Tevhid ve Ahiret","Afet, Kriz ve Sağlık","cemaat-toplum","teselli; teşvik","genel","ahlaki; katılım"
"2020-11-13","13.11.2020","ABDEST: BEDENİMİZE SAĞLIK, RUHUMUZA HUZUR","İbadet ve Kulluk","Afet, Kriz ve Sağlık","birey","teşvik; bilgilendirme","genel","ritüel"
"2020-11-20","20.11.2020","CENNET: MÜMİNLERİ BEKLEYEN SONSUZ NİMET","İman, Tevhid ve Ahiret","Afet, Kriz ve Sağlık","birey","teşvik; uyarı","genel","ahlaki"
"2020-11-27","27.11.2020","FAYDASIZ İŞLERİ TERK ETMEK KULLUĞUN GÜZELLİĞİNDENDİR","Ahlak, Erdem ve Söz","","birey","teşvik; bilgilendirme","genel","ahlaki"
"2020-12-04","04.12.2020","ENGELLİLİK: CENNETE KAVUŞTURAN İMTİHAN","Toplumsal Dayanışma, Merhamet ve Kardeşlik","Sabır, Tevekkül ve Manevi Olgunluk","birey","teselli; teşvik","genel","ahlaki"
"2020-12-11","11.12.2020","SU: HAYAT VE ŞİFA KAYNAĞIMIZ","Afet, Kriz ve Sağlık","İbadet ve Kulluk","cemaat-toplum","uyarı; teşvik","genel","ritüel"
"2020-12-18","18.12.2020","MÜMİN HER İŞİNDE MUTEDİLDİR","Sabır, Tevekkül ve Manevi Olgunluk","","birey","teşvik; bilgilendirme","genel","ahlaki"
"2020-12-25","25.12.2020","İÇKİ: KÖTÜLÜĞÜN ZEHİRLİ ARKADAŞI","Afet, Kriz ve Sağlık","Ahlak, Erdem ve Söz","birey","uyarı; teşvik","genel","ahlaki"
"2021-01-01","01.01.2021","GEÇMİŞİN MUHASEBESİ, GELECEĞİN İMARI","Sabır, Tevekkül ve Manevi Olgunluk","İman, Tevhid ve Ahiret","birey","uyarı; teşvik","genel","ahlaki"
"2021-01-08","08.01.2021","FÂTİHA SÛRESİ: KUR'AN'IN MUKADDİMESİ","Kur'an-ı Kerim","İbadet ve Kulluk","birey","bilgilendirme; teşvik","genel","katılım"
"2021-01-15","15.01.2021","MİRAS: HER HAK SAHİBİNE HAKKINI VERMEK","Toplumsal Dayanışma, Merhamet ve Kardeşlik","Aile, Çocuk ve Nesil","aile","bilgilendirme; uyarı","aileler","ahlaki"
"2021-01-22","22.01.2021","AKLIN İBADETİ: TEFEKKÜR","İbadet ve Kulluk","İman, Tevhid ve Ahiret","birey","teşvik; bilgilendirme","genel","ahlaki"
"2021-01-29","29.01.2021","HAYVANLARA MERHAMET: DİNÎ VE İNSANÎ SORUMLULUĞUMUZ","Ahlak, Erdem ve Söz","Toplumsal Dayanışma, Merhamet ve Kardeşlik","birey","teşvik; bilgilendirme","genel","ahlaki"
"2021-02-05","05.02.2021","GENÇLERİMİZ: EN BÜYÜK İMKÂN VE ZENGİNLİĞİMİZ","Aile, Çocuk ve Nesil","Peygamberimiz ve Ashab","aile","teşvik; bilgilendirme","gençler","ahlaki"
"2021-02-12","12.02.2021","MANEVÎ HUZUR İKLİMİNE GİRERKEN","Kandiller, Muharrem ve Mübarek Geceler","Ramazan, Oruç ve Bayramlar","birey","teşvik; bilgilendirme","genel","ritüel"
"2021-02-19","19.02.2021","İMANIN TADINA ERMEK: ALLAH VE RESÛLÜ'NÜ SEVMEK","İman, Tevhid ve Ahiret","Peygamberimiz ve Ashab","birey","teşvik; teselli","genel","ahlaki"
"2021-02-26","26.02.2021","ZOR ZAMANLARDA MANEVİYATIMIZDAN DESTEK ALMAK","Sabır, Tevekkül ve Manevi Olgunluk","İbadet ve Kulluk","birey","teşvik; bilgilendirme","genel","ahlaki"
"2021-03-05","05.03.2021","İSRÂ VE MİRAÇ","Kandiller, Muharrem ve Mübarek Geceler","İslam Coğrafyası ve Küresel Meseleler","birey","teşvik; teselli","genel","ritüel"
"2021-03-12","12.03.2021","İSTİKLÂL MARŞI: HAKKIDIR HAKKA TAPAN MİLLETİMİN İSTİKLÂL!","Vatan, Millet ve Tarih","","cemaat-toplum","teşvik; bilgilendirme","millet","ritüel"
"2021-03-19","19.03.2021","ANNE-BABA RIZASI, RABBİMİZİN RIZASINA VESİLEDİR","Aile, Çocuk ve Nesil","Peygamberimiz ve Ashab","aile","teşvik; bilgilendirme","aileler","ahlaki"
"2021-03-26","26.03.2021","BERAT GECESİ: AF VE MAĞFİRET GECESİ","Kandiller, Muharrem ve Mübarek Geceler","Afet, Kriz ve Sağlık","birey","teşvik; teselli","genel","ritüel"
"2021-04-02","02.04.2021","BİRBİRİMİZİN FARKINDA OLALIM","Toplumsal Dayanışma, Merhamet ve Kardeşlik","","cemaat-toplum","teşvik; bilgilendirme","aileler","ahlaki"
